"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","STINT","TOT","PC_PA","M","2011-01",3.6,
"CHL","STINT","TOT","PC_PA","M","2011-02",3.88,
"CHL","STINT","TOT","PC_PA","M","2011-03",4.26,
"CHL","STINT","TOT","PC_PA","M","2011-04",5.01,
"CHL","STINT","TOT","PC_PA","M","2011-05",5.37,
"CHL","STINT","TOT","PC_PA","M","2011-06",5.55,
"CHL","STINT","TOT","PC_PA","M","2011-07",5.56,
"CHL","STINT","TOT","PC_PA","M","2011-08",5.35,
"CHL","STINT","TOT","PC_PA","M","2011-09",5.28,
"CHL","STINT","TOT","PC_PA","M","2011-10",5.14,
"CHL","STINT","TOT","PC_PA","M","2011-11",5.11,
"CHL","STINT","TOT","PC_PA","M","2012-01",4.84,
"CHL","STINT","TOT","PC_PA","M","2012-02",4.98,
"CHL","STINT","TOT","PC_PA","M","2012-03",5.07,
"CHL","STINT","TOT","PC_PA","M","2012-04",5.05,
"CHL","STINT","TOT","PC_PA","M","2012-05",5.16,
"CHL","STINT","TOT","PC_PA","M","2012-09",4.96,
"CHL","STINT","TOT","PC_PA","M","2013-01",5.08,
"CHL","STINT","TOT","PC_PA","M","2013-04",5.03,
"CHL","STINT","TOT","PC_PA","M","2013-05",4.98,
"CHL","STINT","TOT","PC_PA","M","2013-06",4.91,
"CHL","STINT","TOT","PC_PA","M","2013-07",4.88,
"CHL","STINT","TOT","PC_PA","M","2013-09",4.75,
"CHL","STINT","TOT","PC_PA","M","2014-01",4.45,
"CHL","STINT","TOT","PC_PA","M","2014-02",4.19,
"CHL","STINT","TOT","PC_PA","M","2014-03",4.04,
"CHL","STINT","TOT","PC_PA","M","2014-04",3.72,
"CHL","STINT","TOT","PC_PA","M","2014-06",3.95,
"CHL","STINT","TOT","PC_PA","M","2014-07",3.77,
"CHL","STINT","TOT","PC_PA","M","2015-01",2.81,
"CHL","STINT","TOT","PC_PA","M","2015-02",3.08,
"CHL","STINT","TOT","PC_PA","M","2015-03",1.53,
"CHL","STINT","TOT","PC_PA","M","2015-04",3.03,
"CHL","STINT","TOT","PC_PA","M","2015-06",2.85,
"CHL","STINT","TOT","PC_PA","M","2016-01",3.5,
"CHL","STINT","TOT","PC_PA","M","2016-02",3.62,
"CHL","STINT","TOT","PC_PA","M","2016-03",3.6,
"CHL","STINT","TOT","PC_PA","M","2016-04",3.5,
"CHL","STINT","TOT","PC_PA","M","2016-05",3.54,
"CHL","STINT","TOT","PC_PA","M","2016-06",3.52,
"CHL","STINT","TOT","PC_PA","M","2016-07",3.5,
"CHL","STINT","TOT","PC_PA","M","2016-08",3.48,
"CHL","STINT","TOT","PC_PA","M","2016-09",3.5,
"CHL","STINT","TOT","PC_PA","M","2016-10",3.48,
"CHL","STINT","TOT","PC_PA","M","2017-01",3.22,
"CHL","STINT","TOT","PC_PA","M","2017-04",2.72,
"CHL","STINT","TOT","PC_PA","M","2017-05",2.54,
"CHL","STINT","TOT","PC_PA","M","2017-06",2.49,
"CHL","STINT","TOT","PC_PA","M","2017-07",2.45,
"CHL","STINT","TOT","PC_PA","M","2017-08",2.47,
"CHL","STINT","TOT","PC_PA","M","2017-09",2.49,
"CHL","STINT","TOT","PC_PA","M","2017-10",2.5,
"CHL","STINT","TOT","PC_PA","M","2017-11",2.49,
"CHL","STINT","TOT","PC_PA","M","2018-01",2.5,
"CHL","STINT","TOT","PC_PA","M","2018-02",2.52,
"CHL","STINT","TOT","PC_PA","M","2018-03",2.62,
"CHL","STINT","TOT","PC_PA","M","2018-04",2.62,
"CHL","STINT","TOT","PC_PA","M","2018-05",2.59,
"CHL","STINT","TOT","PC_PA","M","2018-06",2.63,
"CHL","STINT","TOT","PC_PA","M","2018-07",2.63,
"CHL","STINT","TOT","PC_PA","M","2018-08",2.63,
"CHL","STINT","TOT","PC_PA","M","2018-09",2.65,
"CHL","STINT","TOT","PC_PA","M","2018-10",2.77,
"CHL","STINT","TOT","PC_PA","M","2018-12",2.9,
"CHL","STINT","TOT","PC_PA","M","2019-01",2.95,
"CHL","STINT","TOT","PC_PA","M","2019-02",3.06,
"CHL","STINT","TOT","PC_PA","M","2019-04",3.02,
"CHL","STINT","TOT","PC_PA","M","2019-05",2.99,
"CHL","STINT","TOT","PC_PA","M","2019-06",2.62,
"CHL","STINT","TOT","PC_PA","M","2019-07",2.44,
"CHL","STINT","TOT","PC_PA","M","2019-08",2.15,
"CHL","STINT","TOT","PC_PA","M","2019-09",1.87,
"CHL","STINT","TOT","PC_PA","M","2019-10",1.8,
"CHL","STINT","TOT","PC_PA","M","2021-03",0.24,
"CHL","STINT","TOT","PC_PA","M","2021-04",0.25,
"CHL","STINT","TOT","PC_PA","M","2021-05",0.26,
"CHL","STINT","TOT","PC_PA","M","2021-06",0.41,
"CHL","STINT","TOT","PC_PA","M","2021-07",0.86,
"CHL","STINT","TOT","PC_PA","M","2021-08",1.06,
"USA","STINT","TOT","PC_PA","M","2011-01",0.29,
"USA","STINT","TOT","PC_PA","M","2011-02",0.28,
"USA","STINT","TOT","PC_PA","M","2011-03",0.28,
"USA","STINT","TOT","PC_PA","M","2011-04",0.23,
"USA","STINT","TOT","PC_PA","M","2011-05",0.21,
"USA","STINT","TOT","PC_PA","M","2011-06",0.22,
"USA","STINT","TOT","PC_PA","M","2011-07",0.24,
"USA","STINT","TOT","PC_PA","M","2011-08",0.29,
"USA","STINT","TOT","PC_PA","M","2011-09",0.33,
"USA","STINT","TOT","PC_PA","M","2011-10",0.37,
"USA","STINT","TOT","PC_PA","M","2011-11",0.41,
"USA","STINT","TOT","PC_PA","M","2011-12",0.49,
"USA","STINT","TOT","PC_PA","M","2012-01",0.4,
"USA","STINT","TOT","PC_PA","M","2012-02",0.3,
"USA","STINT","TOT","PC_PA","M","2012-03",0.29,
"USA","STINT","TOT","PC_PA","M","2012-04",0.29,
"USA","STINT","TOT","PC_PA","M","2012-05",0.29,
"USA","STINT","TOT","PC_PA","M","2012-06",0.32,
"USA","STINT","TOT","PC_PA","M","2012-07",0.3,
"USA","STINT","TOT","PC_PA","M","2012-08",0.26,
"USA","STINT","TOT","PC_PA","M","2012-09",0.24,
"USA","STINT","TOT","PC_PA","M","2012-10",0.23,
"USA","STINT","TOT","PC_PA","M","2012-11",0.23,
"USA","STINT","TOT","PC_PA","M","2012-12",0.24,
"USA","STINT","TOT","PC_PA","M","2013-01",0.23,
"USA","STINT","TOT","PC_PA","M","2013-02",0.22,
"USA","STINT","TOT","PC_PA","M","2013-03",0.21,
"USA","STINT","TOT","PC_PA","M","2013-04",0.2,
"USA","STINT","TOT","PC_PA","M","2013-05",0.2,
"USA","STINT","TOT","PC_PA","M","2013-06",0.19,
"USA","STINT","TOT","PC_PA","M","2013-07",0.14,
"USA","STINT","TOT","PC_PA","M","2013-08",0.12,
"USA","STINT","TOT","PC_PA","M","2013-09",0.11,
"USA","STINT","TOT","PC_PA","M","2013-10",0.12,
"USA","STINT","TOT","PC_PA","M","2013-11",0.12,
"USA","STINT","TOT","PC_PA","M","2013-12",0.14,
"USA","STINT","TOT","PC_PA","M","2014-01",0.12,
"USA","STINT","TOT","PC_PA","M","2014-02",0.13,
"USA","STINT","TOT","PC_PA","M","2014-03",0.12,
"USA","STINT","TOT","PC_PA","M","2014-04",0.12,
"USA","STINT","TOT","PC_PA","M","2014-05",0.11,
"USA","STINT","TOT","PC_PA","M","2014-06",0.11,
"USA","STINT","TOT","PC_PA","M","2014-07",0.13,
"USA","STINT","TOT","PC_PA","M","2014-08",0.13,
"USA","STINT","TOT","PC_PA","M","2014-09",0.12,
"USA","STINT","TOT","PC_PA","M","2014-10",0.12,
"USA","STINT","TOT","PC_PA","M","2014-11",0.13,
"USA","STINT","TOT","PC_PA","M","2014-12",0.15,
"USA","STINT","TOT","PC_PA","M","2015-01",0.16,
"USA","STINT","TOT","PC_PA","M","2015-02",0.15,
"USA","STINT","TOT","PC_PA","M","2015-03",0.14,
"USA","STINT","TOT","PC_PA","M","2015-04",0.13,
"USA","STINT","TOT","PC_PA","M","2015-05",0.15,
"USA","STINT","TOT","PC_PA","M","2015-06",0.18,
"USA","STINT","TOT","PC_PA","M","2015-07",0.19,
"USA","STINT","TOT","PC_PA","M","2015-08",0.26,
"USA","STINT","TOT","PC_PA","M","2015-09",0.27,
"USA","STINT","TOT","PC_PA","M","2015-10",0.25,
"USA","STINT","TOT","PC_PA","M","2015-11",0.3,
"USA","STINT","TOT","PC_PA","M","2015-12",0.54,
"USA","STINT","TOT","PC_PA","M","2016-01",0.57,
"USA","STINT","TOT","PC_PA","M","2016-02",0.54,
"USA","STINT","TOT","PC_PA","M","2016-03",0.55,
"USA","STINT","TOT","PC_PA","M","2016-04",0.55,
"USA","STINT","TOT","PC_PA","M","2016-05",0.57,
"USA","STINT","TOT","PC_PA","M","2016-06",0.55,
"USA","STINT","TOT","PC_PA","M","2016-07",0.62,
"USA","STINT","TOT","PC_PA","M","2016-08",0.73,
"USA","STINT","TOT","PC_PA","M","2016-09",0.75,
"USA","STINT","TOT","PC_PA","M","2016-10",0.72,
"USA","STINT","TOT","PC_PA","M","2016-11",0.71,
"USA","STINT","TOT","PC_PA","M","2016-12",0.87,
"USA","STINT","TOT","PC_PA","M","2017-01",0.9,
"USA","STINT","TOT","PC_PA","M","2017-02",0.87,
"USA","STINT","TOT","PC_PA","M","2017-03",0.98,
"USA","STINT","TOT","PC_PA","M","2017-04",1.03,
"USA","STINT","TOT","PC_PA","M","2017-05",1.05,
"USA","STINT","TOT","PC_PA","M","2017-06",1.16,
"USA","STINT","TOT","PC_PA","M","2017-07",1.22,
"USA","STINT","TOT","PC_PA","M","2017-08",1.25,
"USA","STINT","TOT","PC_PA","M","2017-09",1.25,
"USA","STINT","TOT","PC_PA","M","2017-10",1.26,
"USA","STINT","TOT","PC_PA","M","2017-11",1.32,
"USA","STINT","TOT","PC_PA","M","2017-12",1.54,
"USA","STINT","TOT","PC_PA","M","2018-01",1.63,
"USA","STINT","TOT","PC_PA","M","2018-02",1.78,
"USA","STINT","TOT","PC_PA","M","2018-03",2.08,
"USA","STINT","TOT","PC_PA","M","2018-04",2.2,
"USA","STINT","TOT","PC_PA","M","2018-05",2.16,
"USA","STINT","TOT","PC_PA","M","2018-06",2.19,
"USA","STINT","TOT","PC_PA","M","2018-07",2.17,
"USA","STINT","TOT","PC_PA","M","2018-08",2.19,
"USA","STINT","TOT","PC_PA","M","2018-09",2.24,
"USA","STINT","TOT","PC_PA","M","2018-10",2.37,
"USA","STINT","TOT","PC_PA","M","2018-11",2.56,
"USA","STINT","TOT","PC_PA","M","2018-12",2.69,
"USA","STINT","TOT","PC_PA","M","2019-01",2.59,
"USA","STINT","TOT","PC_PA","M","2019-02",2.49,
"USA","STINT","TOT","PC_PA","M","2019-03",2.48,
"USA","STINT","TOT","PC_PA","M","2019-04",2.47,
"USA","STINT","TOT","PC_PA","M","2019-05",2.44,
"USA","STINT","TOT","PC_PA","M","2019-06",2.3,
"USA","STINT","TOT","PC_PA","M","2019-07",2.22,
"USA","STINT","TOT","PC_PA","M","2019-08",2.06,
"USA","STINT","TOT","PC_PA","M","2019-09",2.03,
"USA","STINT","TOT","PC_PA","M","2019-10",1.88,
"USA","STINT","TOT","PC_PA","M","2019-11",1.77,
"USA","STINT","TOT","PC_PA","M","2019-12",1.76,
"USA","STINT","TOT","PC_PA","M","2020-01",1.65,
"USA","STINT","TOT","PC_PA","M","2020-02",1.59,
"USA","STINT","TOT","PC_PA","M","2020-03",1.35,
"USA","STINT","TOT","PC_PA","M","2020-05",0.17,
"USA","STINT","TOT","PC_PA","M","2020-06",0.2,
"USA","STINT","TOT","PC_PA","M","2020-07",0.18,
"USA","STINT","TOT","PC_PA","M","2020-08",0.15,
"USA","STINT","TOT","PC_PA","M","2020-09",0.13,
"USA","STINT","TOT","PC_PA","M","2020-10",0.12,
"USA","STINT","TOT","PC_PA","M","2020-11",0.16,
"USA","STINT","TOT","PC_PA","M","2020-12",0.17,
"USA","STINT","TOT","PC_PA","M","2021-01",0.14,
"USA","STINT","TOT","PC_PA","M","2021-02",0.11,
"USA","STINT","TOT","PC_PA","M","2021-03",0.1,
"USA","STINT","TOT","PC_PA","M","2021-04",0.11,
"USA","STINT","TOT","PC_PA","M","2021-05",0.1,
"USA","STINT","TOT","PC_PA","M","2021-06",0.09,
"USA","STINT","TOT","PC_PA","M","2021-07",0.1,
"USA","STINT","TOT","PC_PA","M","2021-08",0.1,
"NZL","STINT","TOT","PC_PA","M","2011-01",3.19,
"NZL","STINT","TOT","PC_PA","M","2011-02",3.13,
"NZL","STINT","TOT","PC_PA","M","2011-03",2.69,
"NZL","STINT","TOT","PC_PA","M","2011-04",2.65,
"NZL","STINT","TOT","PC_PA","M","2011-05",2.66,
"NZL","STINT","TOT","PC_PA","M","2011-06",2.65,
"NZL","STINT","TOT","PC_PA","M","2011-07",2.71,
"NZL","STINT","TOT","PC_PA","M","2011-08",2.9,
"NZL","STINT","TOT","PC_PA","M","2011-09",2.88,
"NZL","STINT","TOT","PC_PA","M","2011-10",2.76,
"NZL","STINT","TOT","PC_PA","M","2011-11",2.69,
"NZL","STINT","TOT","PC_PA","M","2011-12",2.69,
"NZL","STINT","TOT","PC_PA","M","2012-01",2.74,
"NZL","STINT","TOT","PC_PA","M","2012-02",2.75,
"NZL","STINT","TOT","PC_PA","M","2012-03",2.74,
"NZL","STINT","TOT","PC_PA","M","2012-04",2.74,
"NZL","STINT","TOT","PC_PA","M","2012-05",2.59,
"NZL","STINT","TOT","PC_PA","M","2012-06",2.61,
"NZL","STINT","TOT","PC_PA","M","2012-07",2.67,
"NZL","STINT","TOT","PC_PA","M","2012-08",2.64,
"NZL","STINT","TOT","PC_PA","M","2012-09",2.64,
"NZL","STINT","TOT","PC_PA","M","2012-10",2.65,
"NZL","STINT","TOT","PC_PA","M","2012-11",2.64,
"NZL","STINT","TOT","PC_PA","M","2012-12",2.65,
"NZL","STINT","TOT","PC_PA","M","2013-01",2.66,
"NZL","STINT","TOT","PC_PA","M","2013-02",2.66,
"NZL","STINT","TOT","PC_PA","M","2013-03",2.64,
"NZL","STINT","TOT","PC_PA","M","2013-04",2.65,
"NZL","STINT","TOT","PC_PA","M","2013-05",2.64,
"NZL","STINT","TOT","PC_PA","M","2013-06",2.64,
"NZL","STINT","TOT","PC_PA","M","2013-07",2.64,
"NZL","STINT","TOT","PC_PA","M","2013-08",2.64,
"NZL","STINT","TOT","PC_PA","M","2013-09",2.65,
"NZL","STINT","TOT","PC_PA","M","2013-10",2.67,
"NZL","STINT","TOT","PC_PA","M","2013-11",2.66,
"NZL","STINT","TOT","PC_PA","M","2013-12",2.73,
"NZL","STINT","TOT","PC_PA","M","2014-01",2.88,
"NZL","STINT","TOT","PC_PA","M","2014-02",2.93,
"NZL","STINT","TOT","PC_PA","M","2014-03",3.05,
"NZL","STINT","TOT","PC_PA","M","2014-04",3.24,
"NZL","STINT","TOT","PC_PA","M","2014-05",3.38,
"NZL","STINT","TOT","PC_PA","M","2014-06",3.52,
"NZL","STINT","TOT","PC_PA","M","2014-07",3.67,
"NZL","STINT","TOT","PC_PA","M","2014-08",3.69,
"NZL","STINT","TOT","PC_PA","M","2014-09",3.71,
"NZL","STINT","TOT","PC_PA","M","2014-10",3.68,
"NZL","STINT","TOT","PC_PA","M","2014-11",3.67,
"NZL","STINT","TOT","PC_PA","M","2014-12",3.67,
"NZL","STINT","TOT","PC_PA","M","2015-01",3.67,
"NZL","STINT","TOT","PC_PA","M","2015-02",3.63,
"NZL","STINT","TOT","PC_PA","M","2015-03",3.63,
"NZL","STINT","TOT","PC_PA","M","2015-04",3.63,
"NZL","STINT","TOT","PC_PA","M","2015-05",3.53,
"NZL","STINT","TOT","PC_PA","M","2015-06",3.33,
"NZL","STINT","TOT","PC_PA","M","2015-07",3.13,
"NZL","STINT","TOT","PC_PA","M","2015-08",2.95,
"NZL","STINT","TOT","PC_PA","M","2015-09",2.85,
"NZL","STINT","TOT","PC_PA","M","2015-10",2.86,
"NZL","STINT","TOT","PC_PA","M","2015-11",2.89,
"NZL","STINT","TOT","PC_PA","M","2015-12",2.79,
"NZL","STINT","TOT","PC_PA","M","2016-01",2.73,
"NZL","STINT","TOT","PC_PA","M","2016-02",2.62,
"NZL","STINT","TOT","PC_PA","M","2016-03",2.43,
"NZL","STINT","TOT","PC_PA","M","2016-04",2.34,
"NZL","STINT","TOT","PC_PA","M","2016-05",2.38,
"NZL","STINT","TOT","PC_PA","M","2016-06",2.37,
"NZL","STINT","TOT","PC_PA","M","2016-07",2.37,
"NZL","STINT","TOT","PC_PA","M","2016-08",2.24,
"NZL","STINT","TOT","PC_PA","M","2016-09",2.23,
"NZL","STINT","TOT","PC_PA","M","2016-10",2.15,
"NZL","STINT","TOT","PC_PA","M","2016-11",2.07,
"NZL","STINT","TOT","PC_PA","M","2016-12",2.03,
"NZL","STINT","TOT","PC_PA","M","2017-01",1.98,
"NZL","STINT","TOT","PC_PA","M","2017-02",2.02,
"NZL","STINT","TOT","PC_PA","M","2017-03",1.98,
"NZL","STINT","TOT","PC_PA","M","2017-04",1.97,
"NZL","STINT","TOT","PC_PA","M","2017-05",1.98,
"NZL","STINT","TOT","PC_PA","M","2017-06",1.95,
"NZL","STINT","TOT","PC_PA","M","2017-07",1.96,
"NZL","STINT","TOT","PC_PA","M","2017-08",1.95,
"NZL","STINT","TOT","PC_PA","M","2017-09",1.95,
"NZL","STINT","TOT","PC_PA","M","2017-10",1.94,
"NZL","STINT","TOT","PC_PA","M","2017-11",1.93,
"NZL","STINT","TOT","PC_PA","M","2017-12",1.88,
"NZL","STINT","TOT","PC_PA","M","2018-01",1.88,
"NZL","STINT","TOT","PC_PA","M","2018-02",1.91,
"NZL","STINT","TOT","PC_PA","M","2018-03",1.93,
"NZL","STINT","TOT","PC_PA","M","2018-04",2.01,
"NZL","STINT","TOT","PC_PA","M","2018-05",2.02,
"NZL","STINT","TOT","PC_PA","M","2018-06",2.01,
"NZL","STINT","TOT","PC_PA","M","2018-07",1.94,
"NZL","STINT","TOT","PC_PA","M","2018-08",1.91,
"NZL","STINT","TOT","PC_PA","M","2018-09",1.9,
"NZL","STINT","TOT","PC_PA","M","2018-10",1.89,
"NZL","STINT","TOT","PC_PA","M","2018-11",1.98,
"NZL","STINT","TOT","PC_PA","M","2018-12",1.98,
"NZL","STINT","TOT","PC_PA","M","2019-01",1.91,
"NZL","STINT","TOT","PC_PA","M","2019-02",1.9,
"NZL","STINT","TOT","PC_PA","M","2019-03",1.88,
"NZL","STINT","TOT","PC_PA","M","2019-04",1.81,
"NZL","STINT","TOT","PC_PA","M","2019-05",1.72,
"NZL","STINT","TOT","PC_PA","M","2019-06",1.6,
"NZL","STINT","TOT","PC_PA","M","2019-07",1.55,
"NZL","STINT","TOT","PC_PA","M","2019-08",1.25,
"NZL","STINT","TOT","PC_PA","M","2019-09",1.15,
"NZL","STINT","TOT","PC_PA","M","2019-10",1.05,
"NZL","STINT","TOT","PC_PA","M","2019-11",1.18,
"NZL","STINT","TOT","PC_PA","M","2019-12",1.23,
"NZL","STINT","TOT","PC_PA","M","2020-01",1.27,
"NZL","STINT","TOT","PC_PA","M","2020-02",1.18,
"NZL","STINT","TOT","PC_PA","M","2020-03",0.71,
"NZL","STINT","TOT","PC_PA","M","2020-04",0.39,
"NZL","STINT","TOT","PC_PA","M","2020-05",0.26,
"NZL","STINT","TOT","PC_PA","M","2020-06",0.28,
"NZL","STINT","TOT","PC_PA","M","2020-07",0.3,
"NZL","STINT","TOT","PC_PA","M","2020-08",0.29,
"NZL","STINT","TOT","PC_PA","M","2020-09",0.3,
"NZL","STINT","TOT","PC_PA","M","2020-10",0.27,
"NZL","STINT","TOT","PC_PA","M","2020-11",0.27,
"NZL","STINT","TOT","PC_PA","M","2020-12",0.26,
"NZL","STINT","TOT","PC_PA","M","2021-01",0.28,
"NZL","STINT","TOT","PC_PA","M","2021-02",0.28,
"NZL","STINT","TOT","PC_PA","M","2021-03",0.33,
"NZL","STINT","TOT","PC_PA","M","2021-04",0.34,
"NZL","STINT","TOT","PC_PA","M","2021-05",0.35,
"NZL","STINT","TOT","PC_PA","M","2021-06",0.33,
"NZL","STINT","TOT","PC_PA","M","2021-07",0.4,
"NZL","STINT","TOT","PC_PA","M","2021-08",0.54,
"DNK","STINT","TOT","PC_PA","M","2011-01",1.2161,
"DNK","STINT","TOT","PC_PA","M","2011-02",1.2398,
"DNK","STINT","TOT","PC_PA","M","2011-03",1.3074,
"DNK","STINT","TOT","PC_PA","M","2011-04",1.4083,
"DNK","STINT","TOT","PC_PA","M","2011-05",1.457,
"DNK","STINT","TOT","PC_PA","M","2011-06",1.5136,
"DNK","STINT","TOT","PC_PA","M","2011-07",1.6625,
"DNK","STINT","TOT","PC_PA","M","2011-08",1.6041,
"DNK","STINT","TOT","PC_PA","M","2011-09",1.4366,
"DNK","STINT","TOT","PC_PA","M","2011-10",1.3974,
"DNK","STINT","TOT","PC_PA","M","2011-11",1.2877,
"DNK","STINT","TOT","PC_PA","M","2011-12",1.0837,
"DNK","STINT","TOT","PC_PA","M","2012-01",1.0069,
"DNK","STINT","TOT","PC_PA","M","2012-02",1.0007,
"DNK","STINT","TOT","PC_PA","M","2012-03",0.9878,
"DNK","STINT","TOT","PC_PA","M","2012-04",0.9652,
"DNK","STINT","TOT","PC_PA","M","2012-05",0.9009,
"DNK","STINT","TOT","PC_PA","M","2012-06",0.6214,
"DNK","STINT","TOT","PC_PA","M","2012-07",0.4068,
"DNK","STINT","TOT","PC_PA","M","2012-08",0.3124,
"DNK","STINT","TOT","PC_PA","M","2012-09",0.3217,
"DNK","STINT","TOT","PC_PA","M","2012-10",0.3345,
"DNK","STINT","TOT","PC_PA","M","2012-11",0.3009,
"DNK","STINT","TOT","PC_PA","M","2012-12",0.2771,
"DNK","STINT","TOT","PC_PA","M","2013-01",0.3051,
"DNK","STINT","TOT","PC_PA","M","2013-02",0.3285,
"DNK","STINT","TOT","PC_PA","M","2013-03",0.2743,
"DNK","STINT","TOT","PC_PA","M","2013-04",0.26,
"DNK","STINT","TOT","PC_PA","M","2013-05",0.2403,
"DNK","STINT","TOT","PC_PA","M","2013-06",0.2582,
"DNK","STINT","TOT","PC_PA","M","2013-07",0.2684,
"DNK","STINT","TOT","PC_PA","M","2013-08",0.2681,
"DNK","STINT","TOT","PC_PA","M","2013-09",0.2711,
"DNK","STINT","TOT","PC_PA","M","2013-10",0.273,
"DNK","STINT","TOT","PC_PA","M","2013-11",0.2536,
"DNK","STINT","TOT","PC_PA","M","2013-12",0.2585,
"DNK","STINT","TOT","PC_PA","M","2014-01",0.28,
"DNK","STINT","TOT","PC_PA","M","2014-02",0.27,
"DNK","STINT","TOT","PC_PA","M","2014-03",0.29,
"DNK","STINT","TOT","PC_PA","M","2014-04",0.31,
"DNK","STINT","TOT","PC_PA","M","2014-05",0.35,
"DNK","STINT","TOT","PC_PA","M","2014-06",0.36,
"DNK","STINT","TOT","PC_PA","M","2014-07",0.38,
"DNK","STINT","TOT","PC_PA","M","2014-08",0.37,
"DNK","STINT","TOT","PC_PA","M","2014-09",0.28,
"DNK","STINT","TOT","PC_PA","M","2014-10",0.3,
"DNK","STINT","TOT","PC_PA","M","2014-11",0.3,
"DNK","STINT","TOT","PC_PA","M","2014-12",0.3,
"DNK","STINT","TOT","PC_PA","M","2015-01",0.18,
"DNK","STINT","TOT","PC_PA","M","2015-02",-0.33,
"DNK","STINT","TOT","PC_PA","M","2015-03",-0.19,
"DNK","STINT","TOT","PC_PA","M","2015-04",-0.19,
"DNK","STINT","TOT","PC_PA","M","2015-05",-0.18,
"DNK","STINT","TOT","PC_PA","M","2015-06",-0.2,
"DNK","STINT","TOT","PC_PA","M","2015-07",-0.16,
"DNK","STINT","TOT","PC_PA","M","2015-08",-0.07,
"DNK","STINT","TOT","PC_PA","M","2015-09",-0.01,
"DNK","STINT","TOT","PC_PA","M","2015-10",-0.07,
"DNK","STINT","TOT","PC_PA","M","2015-11",-0.14,
"DNK","STINT","TOT","PC_PA","M","2015-12",-0.13,
"DNK","STINT","TOT","PC_PA","M","2016-01",-0.06,
"DNK","STINT","TOT","PC_PA","M","2016-02",-0.08,
"DNK","STINT","TOT","PC_PA","M","2016-03",-0.13,
"DNK","STINT","TOT","PC_PA","M","2016-04",-0.09,
"DNK","STINT","TOT","PC_PA","M","2016-05",-0.09,
"DNK","STINT","TOT","PC_PA","M","2016-06",-0.17,
"DNK","STINT","TOT","PC_PA","M","2016-07",-0.19,
"DNK","STINT","TOT","PC_PA","M","2016-08",-0.21,
"DNK","STINT","TOT","PC_PA","M","2016-09",-0.19,
"DNK","STINT","TOT","PC_PA","M","2016-10",-0.2,
"DNK","STINT","TOT","PC_PA","M","2016-11",-0.18,
"DNK","STINT","TOT","PC_PA","M","2016-12",-0.2,
"DNK","STINT","TOT","PC_PA","M","2017-01",-0.23,
"DNK","STINT","TOT","PC_PA","M","2017-02",-0.23,
"DNK","STINT","TOT","PC_PA","M","2017-03",-0.25,
"DNK","STINT","TOT","PC_PA","M","2017-04",-0.26,
"DNK","STINT","TOT","PC_PA","M","2017-05",-0.23,
"DNK","STINT","TOT","PC_PA","M","2017-06",-0.23,
"DNK","STINT","TOT","PC_PA","M","2017-07",-0.24,
"DNK","STINT","TOT","PC_PA","M","2017-08",-0.27,
"DNK","STINT","TOT","PC_PA","M","2017-09",-0.31,
"DNK","STINT","TOT","PC_PA","M","2017-10",-0.31,
"DNK","STINT","TOT","PC_PA","M","2017-11",-0.31,
"DNK","STINT","TOT","PC_PA","M","2017-12",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-01",-0.31,
"DNK","STINT","TOT","PC_PA","M","2018-02",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-03",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-04",-0.29,
"DNK","STINT","TOT","PC_PA","M","2018-05",-0.28,
"DNK","STINT","TOT","PC_PA","M","2018-06",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-07",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-08",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-09",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-10",-0.31,
"DNK","STINT","TOT","PC_PA","M","2018-11",-0.3,
"DNK","STINT","TOT","PC_PA","M","2018-12",-0.29,
"DNK","STINT","TOT","PC_PA","M","2019-01",-0.3,
"DNK","STINT","TOT","PC_PA","M","2019-02",-0.32,
"DNK","STINT","TOT","PC_PA","M","2019-03",-0.32,
"DNK","STINT","TOT","PC_PA","M","2019-04",-0.37,
"DNK","STINT","TOT","PC_PA","M","2019-05",-0.34,
"DNK","STINT","TOT","PC_PA","M","2019-06",-0.36,
"DNK","STINT","TOT","PC_PA","M","2019-07",-0.39,
"DNK","STINT","TOT","PC_PA","M","2019-08",-0.43,
"DNK","STINT","TOT","PC_PA","M","2019-09",-0.45,
"DNK","STINT","TOT","PC_PA","M","2019-10",-0.43,
"DNK","STINT","TOT","PC_PA","M","2019-11",-0.41,
"DNK","STINT","TOT","PC_PA","M","2019-12",-0.4,
"DNK","STINT","TOT","PC_PA","M","2020-01",-0.41,
"DNK","STINT","TOT","PC_PA","M","2020-02",-0.41,
"DNK","STINT","TOT","PC_PA","M","2020-03",-0.36,
"DNK","STINT","TOT","PC_PA","M","2020-04",-0.12,
"DNK","STINT","TOT","PC_PA","M","2020-05",-0.13,
"DNK","STINT","TOT","PC_PA","M","2020-06",-0.17,
"DNK","STINT","TOT","PC_PA","M","2020-07",-0.19,
"DNK","STINT","TOT","PC_PA","M","2020-08",-0.21,
